"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence","Answer.WritingTexts","Approve","Reject"
"3G4VVJO6PZ2LSAOIXHUS9KGWG6FPKH","3Z1ME8JRSIY4D48CKW6WGHRRJGTOCA","Simplify sentence","Rephrase the sentence so it will be as simple as possible to understand","writing, simplification, rephrase, compress, fix, correct, check, easy, fun","$0.05","Sun Nov 05 23:08:30 PST 2017","50","BatchId:2998009;OriginalHitTemplateId:712361150;","18000","604800","Sun Nov 12 23:08:30 PST 2017","","","30X31N5D64CEF9TI39QZZVEWSKFSAQ","A23A1WMFNPETYQ","Approved","Tue Nov 07 21:08:34 PST 2017","Tue Nov 07 21:09:42 PST 2017","Tue Nov 14 21:09:42 PST 2017","2017-11-15 05:10:41 UTC","","","68","100% (50/50)","100% (50/50)","0% (0/0)","Proper saddle care can extend the useful life of a saddle , often for decades .","When you take care of your saddle, it can last for decades."
"3G4VVJO6PZ2LSAOIXHUS9KGWG6FPKH","3Z1ME8JRSIY4D48CKW6WGHRRJGTOCA","Simplify sentence","Rephrase the sentence so it will be as simple as possible to understand","writing, simplification, rephrase, compress, fix, correct, check, easy, fun","$0.05","Sun Nov 05 23:08:30 PST 2017","50","BatchId:2998009;OriginalHitTemplateId:712361150;","18000","604800","Sun Nov 12 23:08:30 PST 2017","","","31IBVUNM9TLP3SRU8KHWOJ9UO1MFVP","A11B84S796PPW5","Approved","Mon Nov 06 22:05:02 PST 2017","Mon Nov 06 22:06:28 PST 2017","Mon Nov 13 22:06:28 PST 2017","2017-11-14 06:06:42 UTC","","","86","100% (13/13)","100% (13/13)","0% (0/0)","Proper saddle care can extend the useful life of a saddle , often for decades .","Perform proper saddle care to extend it's life for decades."
"3G4VVJO6PZ2LSAOIXHUS9KGWG6FPKH","3Z1ME8JRSIY4D48CKW6WGHRRJGTOCA","Simplify sentence","Rephrase the sentence so it will be as simple as possible to understand","writing, simplification, rephrase, compress, fix, correct, check, easy, fun","$0.05","Sun Nov 05 23:08:30 PST 2017","50","BatchId:2998009;OriginalHitTemplateId:712361150;","18000","604800","Sun Nov 12 23:08:30 PST 2017","","","31N2WW6R9SC5RJPBOABQ5OHBXG53FQ","A10249252O9I20MRSOBVF","Approved","Mon Nov 06 17:00:02 PST 2017","Mon Nov 06 17:00:32 PST 2017","Mon Nov 13 17:00:32 PST 2017","2017-11-14 01:00:41 UTC","","","30","100% (5/5)","100% (5/5)","0% (0/0)","Proper saddle care can extend the useful life of a saddle , often for decades .","It is possible to extend the life of a saddle by decades with proper care."
"3G4VVJO6PZ2LSAOIXHUS9KGWG6FPKH","3Z1ME8JRSIY4D48CKW6WGHRRJGTOCA","Simplify sentence","Rephrase the sentence so it will be as simple as possible to understand","writing, simplification, rephrase, compress, fix, correct, check, easy, fun","$0.05","Sun Nov 05 23:08:30 PST 2017","50","BatchId:2998009;OriginalHitTemplateId:712361150;","18000","604800","Sun Nov 12 23:08:30 PST 2017","","","31UV0MXWNRYSFPE53154NISNR3L5I4","A2LG09YBD1C874","Approved","Mon Nov 06 09:04:40 PST 2017","Mon Nov 06 09:08:52 PST 2017","Mon Nov 13 09:08:52 PST 2017","2017-11-13 17:09:41 UTC","","","252","100% (17/17)","100% (17/17)","0% (0/0)","Proper saddle care can extend the useful life of a saddle , often for decades .","Proper saddle maintenance can prolong the practical life of a saddle for extended periods of time."
"3G4VVJO6PZ2LSAOIXHUS9KGWG6FPKH","3Z1ME8JRSIY4D48CKW6WGHRRJGTOCA","Simplify sentence","Rephrase the sentence so it will be as simple as possible to understand","writing, simplification, rephrase, compress, fix, correct, check, easy, fun","$0.05","Sun Nov 05 23:08:30 PST 2017","50","BatchId:2998009;OriginalHitTemplateId:712361150;","18000","604800","Sun Nov 12 23:08:30 PST 2017","","","33NF62TLXKORSJJES6UA18Q5181KJC","A1JVZ2MVPSFZA","Approved","Mon Nov 06 08:14:28 PST 2017","Mon Nov 06 08:14:56 PST 2017","Mon Nov 13 08:14:56 PST 2017","2017-11-13 16:15:41 UTC","","","28","100% (8/8)","100% (8/8)","0% (0/0)","Proper saddle care can extend the useful life of a saddle , often for decades .","Proper care can extend the life of a saddle for decades."
"3G4VVJO6PZ2LSAOIXHUS9KGWG6FPKH","3Z1ME8JRSIY4D48CKW6WGHRRJGTOCA","Simplify sentence","Rephrase the sentence so it will be as simple as possible to understand","writing, simplification, rephrase, compress, fix, correct, check, easy, fun","$0.05","Sun Nov 05 23:08:30 PST 2017","50","BatchId:2998009;OriginalHitTemplateId:712361150;","18000","604800","Sun Nov 12 23:08:30 PST 2017","","","34QN5IT0T0D0VCGRX9N1TY2I71J08O","A2KJTQ9G4YI3DK","Approved","Mon Nov 06 19:57:42 PST 2017","Mon Nov 06 19:58:28 PST 2017","Mon Nov 13 19:58:28 PST 2017","2017-11-14 03:58:41 UTC","","","46","100% (12/12)","100% (12/12)","0% (0/0)","Proper saddle care can extend the useful life of a saddle , often for decades .","Proper care can often extend the life of a saddle for decades."
"3G4VVJO6PZ2LSAOIXHUS9KGWG6FPKH","3Z1ME8JRSIY4D48CKW6WGHRRJGTOCA","Simplify sentence","Rephrase the sentence so it will be as simple as possible to understand","writing, simplification, rephrase, compress, fix, correct, check, easy, fun","$0.05","Sun Nov 05 23:08:30 PST 2017","50","BatchId:2998009;OriginalHitTemplateId:712361150;","18000","604800","Sun Nov 12 23:08:30 PST 2017","","","35USIKEBNS2GCUPA50S1KW249YXN6R","A2SM4E9WHZ1B2","Approved","Mon Nov 06 18:25:36 PST 2017","Mon Nov 06 18:26:13 PST 2017","Mon Nov 13 18:26:13 PST 2017","2017-11-14 02:26:41 UTC","","","37","100% (3/3)","100% (3/3)","0% (0/0)","Proper saddle care can extend the useful life of a saddle , often for decades .","Properly caring for your saddle can extend its usefulness for decades."
"3G4VVJO6PZ2LSAOIXHUS9KGWG6FPKH","3Z1ME8JRSIY4D48CKW6WGHRRJGTOCA","Simplify sentence","Rephrase the sentence so it will be as simple as possible to understand","writing, simplification, rephrase, compress, fix, correct, check, easy, fun","$0.05","Sun Nov 05 23:08:30 PST 2017","50","BatchId:2998009;OriginalHitTemplateId:712361150;","18000","604800","Sun Nov 12 23:08:30 PST 2017","","","37Q970SNZFUILLGI7QX6OULTOKQS17","AZACNY1H74YWS","Approved","Mon Nov 06 04:14:27 PST 2017","Mon Nov 06 04:59:30 PST 2017","Mon Nov 13 04:59:30 PST 2017","2017-11-13 12:59:41 UTC","","","2703","100% (20/20)","100% (20/20)","0% (0/0)","Proper saddle care can extend the useful life of a saddle , often for decades .","Proper care can extend the useful life of a saddle for decades."
"3G4VVJO6PZ2LSAOIXHUS9KGWG6FPKH","3Z1ME8JRSIY4D48CKW6WGHRRJGTOCA","Simplify sentence","Rephrase the sentence so it will be as simple as possible to understand","writing, simplification, rephrase, compress, fix, correct, check, easy, fun","$0.05","Sun Nov 05 23:08:30 PST 2017","50","BatchId:2998009;OriginalHitTemplateId:712361150;","18000","604800","Sun Nov 12 23:08:30 PST 2017","","","38F71OA9GUI6D5XLUSG51NQHX6WMFX","AEJMW2LLLCVFI","Approved","Mon Nov 06 05:26:45 PST 2017","Mon Nov 06 05:27:18 PST 2017","Mon Nov 13 05:27:18 PST 2017","2017-11-13 13:27:41 UTC","","","33","100% (11/11)","100% (11/11)","0% (0/0)","Proper saddle care can extend the useful life of a saddle , often for decades .","Good saddle maintenance will increase the life of the saddle."
"3G4VVJO6PZ2LSAOIXHUS9KGWG6FPKH","3Z1ME8JRSIY4D48CKW6WGHRRJGTOCA","Simplify sentence","Rephrase the sentence so it will be as simple as possible to understand","writing, simplification, rephrase, compress, fix, correct, check, easy, fun","$0.05","Sun Nov 05 23:08:30 PST 2017","50","BatchId:2998009;OriginalHitTemplateId:712361150;","18000","604800","Sun Nov 12 23:08:30 PST 2017","","","39GHHAVOMGD6EHUB7E7UUR194QCJ4U","A977HFSD5S9GL","Approved","Tue Nov 07 14:51:57 PST 2017","Tue Nov 07 14:52:15 PST 2017","Tue Nov 14 14:52:15 PST 2017","2017-11-14 22:52:41 UTC","","","18","100% (49/49)","100% (49/49)","0% (0/0)","Proper saddle care can extend the useful life of a saddle , often for decades .","If you take care of your saddle, it will last."
