"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence","Answer.WritingTexts","Approve","Reject"
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","30X31N5D64JJ5W0FB109DRW5CXISAD","A39NV0KMCTK6PQ","Approved","Mon Dec 19 05:08:34 PST 2016","Mon Dec 19 05:08:50 PST 2016","Mon Dec 26 05:08:50 PST 2016","Wed Dec 21 02:26:03 PST 2016","","","16","100% (50/50)","100% (50/50)","100% (50/50)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the shortage of workforce can also endanger the development of the society ."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","3180JW2OT55T0N58TB0EDFPWO1Y5J0","A1J8TVICSRC70W","Approved","Mon Dec 19 08:22:50 PST 2016","Mon Dec 19 08:23:02 PST 2016","Mon Dec 26 08:23:02 PST 2016","Wed Dec 21 02:26:03 PST 2016","","","12","100% (49/49)","100% (49/49)","100% (49/49)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, the shortage of workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","31Z0PCVWUL821UFWTYTFD5Q1D98T7W","A3V2XOIEVMYEBQ","Approved","Mon Dec 19 09:15:25 PST 2016","Mon Dec 19 09:16:08 PST 2016","Mon Dec 26 09:16:08 PST 2016","Wed Dec 21 02:26:04 PST 2016","","","43","100% (41/41)","100% (41/41)","100% (41/41)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of people in the workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","326O153BMJRGTKY9UG76EB0WWASDEN","A2QCHFSNUU7Y1F","Approved","Mon Dec 19 07:47:51 PST 2016","Mon Dec 19 08:11:06 PST 2016","Mon Dec 26 08:11:06 PST 2016","Wed Dec 21 02:26:04 PST 2016","","","1395","100% (39/39)","100% (39/39)","100% (39/39)","Second , the shortage of workforce can also endanger the development of the society .","Secondly, a shortage in the workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","32Q90QCQ1TEO7Q4JMXTTIOVMGIGEKQ","AK2C9AX5QJWUU","Approved","Mon Dec 19 07:08:06 PST 2016","Mon Dec 19 07:10:07 PST 2016","Mon Dec 26 07:10:07 PST 2016","Wed Dec 21 02:26:04 PST 2016","","","121","100% (22/22)","100% (22/22)","100% (22/22)","Second , the shortage of workforce can also endanger the development of the society .","Second, a workforce shortage can also endanger the development of society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","336YQZE83W7J1VBTW8D6T7HDST9M5X","AW1628EHU27GG","Approved","Mon Dec 19 00:07:22 PST 2016","Mon Dec 19 00:07:32 PST 2016","Mon Dec 26 00:07:32 PST 2016","Wed Dec 21 02:26:04 PST 2016","","","10","100% (14/14)","100% (14/14)","100% (14/14)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","339ANSOTR6V0NV65IGJK33TE8BIIKY","A3E3OELJKHW58C","Approved","Mon Dec 19 06:28:02 PST 2016","Mon Dec 19 06:29:18 PST 2016","Mon Dec 26 06:29:18 PST 2016","Wed Dec 21 02:26:04 PST 2016","","","76","100% (50/50)","100% (50/50)","100% (50/50)","Second , the shortage of workforce can also endanger the development of the society .","Second, the shortage of workforce can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","33LKR6A5KFDOQ80U4IC6CVZOB1A1T2","AIJEWX92UW722","Approved","Wed Dec 21 05:46:28 PST 2016","Wed Dec 21 05:47:50 PST 2016","Wed Dec 28 05:47:50 PST 2016","Thu Dec 22 22:51:38 PST 2016","","","82","100% (25/25)","100% (25/25)","100% (25/25)","Second , the shortage of workforce can also endanger the development of the society .","Second, an inadequate workforce can also endanger societal development."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","34S9DKFK74INL16DJBX3HJ46SOENY5","A31681CCEVDIH3","Approved","Sun Dec 18 22:08:11 PST 2016","Sun Dec 18 22:09:43 PST 2016","Sun Dec 25 22:09:43 PST 2016","Wed Dec 21 02:26:04 PST 2016","","","92","100% (52/52)","100% (52/52)","100% (50/50)","Second , the shortage of workforce can also endanger the development of the society .","Second, the workforce shortage can also endanger the development of the society."
"367O8HRHKG11GNN4CXLHC4FOWGO4SA","3K9PHCH9NPCVG55P41X9AAIH1XPDGS","short and easy - correct ONE sentence.","someone that learns English wrote a sentence, you should correct it.","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.10","Sun Dec 18 21:40:31 PST 2016","52","BatchId:2634540;","3600","604800","Wed Dec 28 01:50:58 PST 2016","","","34S9DKFK74INL16DJBX3HJ46SR3NY0","A03922113RU44GENR8ATX","Approved","Mon Dec 19 09:52:46 PST 2016","Mon Dec 19 09:55:42 PST 2016","Mon Dec 26 09:55:42 PST 2016","Wed Dec 21 02:26:04 PST 2016","","","176","100% (45/45)","100% (45/45)","100% (45/45)","Second , the shortage of workforce can also endanger the development of the society .","Secondly , a workforce shortage can also endanger the development of the society ."
