"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence","Answer.WritingTexts","Approve","Reject"
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","31LM9EDVOMLXQCBEXBW07WPID9MNJ4","A1H7XQCN2TQJM7","Approved","Sun Nov 27 20:01:21 PST 2016","Sun Nov 27 20:03:36 PST 2016","Sun Dec 04 20:03:36 PST 2016","Tue Nov 29 21:09:44 PST 2016","","","135","100% (10/10)","100% (10/10)","100% (10/10)","People with rising life expectancies can ensure large population and large species of human being .","With people's rising life expectancies, the population is sure to increase."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","39OWYR0EPLKBX9TWLNEQ9EVXOU4YFD","A31YLNP3YOOWQI","Approved","Tue Nov 29 22:39:26 PST 2016","Tue Nov 29 22:41:00 PST 2016","Tue Dec 06 22:41:00 PST 2016","Tue Nov 29 23:31:08 PST 2016","","","94","100% (2/2)","100% (2/2)","100% (2/2)","People with rising life expectancies can ensure large population and large species of human being .","People with rising life expectancies could ensure large population and many species of human being ."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3AMW0RGHOEVTCNECSO1K4SBUMBTPND","A3298CNSQI60HU","Approved","Mon Nov 28 08:52:43 PST 2016","Mon Nov 28 08:53:38 PST 2016","Mon Dec 05 08:53:38 PST 2016","Tue Nov 29 21:09:44 PST 2016","","","55","100% (5/5)","100% (5/5)","100% (5/5)","People with rising life expectancies can ensure large population and large species of human being .","Rising life expectancies among people can ensure large population of the species of human being."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3D4CH1LGEBM2A8HJOVSSSI2IGPRG9R","AWMQYV1RQM94M","Approved","Sat Nov 26 09:46:06 PST 2016","Sat Nov 26 09:46:12 PST 2016","Sat Dec 03 09:46:12 PST 2016","Sat Nov 26 10:46:07 PST 2016","","","6","100% (4/4)","100% (4/4)","100% (4/4)","People with rising life expectancies can ensure large population and large species of human being .","People with rising life expectancies can ensure large population and large species of human being ."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3EQHHY4HQTLJ9LF7L5FBG2XGUSX5GC","A1743ZO14I4NFO","Approved","Sat Nov 26 05:59:20 PST 2016","Sat Nov 26 06:00:22 PST 2016","Sat Dec 03 06:00:22 PST 2016","Sat Nov 26 10:46:08 PST 2016","","","62","100% (10/10)","100% (10/10)","100% (10/10)","People with rising life expectancies can ensure large population and large species of human being .","People with rising life expectancies can ensure a large population of human beings."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3IHR8NYAM8U7QF46AJMO5J5UVNVP41","A3HMBHM8HJLKRD","Approved","Sat Nov 26 07:43:46 PST 2016","Sat Nov 26 07:44:46 PST 2016","Sat Dec 03 07:44:46 PST 2016","Sat Nov 26 10:46:08 PST 2016","","","60","100% (10/10)","100% (10/10)","100% (10/10)","People with rising life expectancies can ensure large population and large species of human being .","People with rising life expectancies can ensure a large population of human beings."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3IOEN3P9S8CIOAPI854D1L7AO3B61P","A24JLI0VZP59WK","Approved","Mon Nov 28 04:02:10 PST 2016","Mon Nov 28 04:02:59 PST 2016","Mon Dec 05 04:02:59 PST 2016","Tue Nov 29 21:09:44 PST 2016","","","49","100% (10/10)","100% (10/10)","100% (10/10)","People with rising life expectancies can ensure large population and large species of human being .","People with rising life expectancies can ensure a large population of human beings ."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3QXNC7EIPJO5Z46YAT3P7QF29BH09T","ARPBS72HUCKD4","Approved","Sun Nov 27 14:31:35 PST 2016","Sun Nov 27 14:32:15 PST 2016","Sun Dec 04 14:32:15 PST 2016","Tue Nov 29 21:09:44 PST 2016","","","40","100% (10/10)","100% (10/10)","100% (10/10)","People with rising life expectancies can ensure large population and large species of human being .","People with rising life expectancies can ensure a large population of human beings."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3SUWZRL0MZ6H8BJUKTZS85Q4D7T6EC","A1KUAL8PN2X8PK","Approved","Sat Nov 26 05:50:27 PST 2016","Sat Nov 26 05:52:36 PST 2016","Sat Dec 03 05:52:36 PST 2016","Sat Nov 26 10:46:08 PST 2016","","","129","100% (5/5)","100% (5/5)","100% (5/5)","People with rising life expectancies can ensure large population and large species of human being .","People with increased life expectancies, can ensure large population, and huge classes of human being."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3TPZPLC3M15M8JL2A5H5VEDOHSN3PS","A15JKL0S8C3QG1","Approved","Mon Nov 28 05:41:36 PST 2016","Mon Nov 28 05:42:08 PST 2016","Mon Dec 05 05:42:08 PST 2016","Tue Nov 29 21:09:44 PST 2016","","","32","100% (9/9)","100% (9/9)","100% (9/9)","People with rising life expectancies can ensure large population and large species of human being .","People with longer life expectancy can ensure a large population of human beings."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3TVSS0C0E2THR9GX161R5LPI4J8TWP","A3GNQDFPZALU92","Approved","Sat Nov 26 05:50:52 PST 2016","Sat Nov 26 05:53:36 PST 2016","Sat Dec 03 05:53:36 PST 2016","Sat Nov 26 10:46:08 PST 2016","","","164","100% (10/10)","100% (10/10)","100% (10/10)","People with rising life expectancies can ensure large population and large species of human being .","People with lengthier life expectancies ensure increased population numbers and an overall expansion of the human species."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3X0H8UUIT2HGC93IC6W1VGTW2BGSW7","A3US3R22I0W1QE","Approved","Tue Nov 29 11:46:04 PST 2016","Tue Nov 29 11:48:02 PST 2016","Tue Dec 06 11:48:02 PST 2016","Tue Nov 29 21:09:44 PST 2016","","","118","100% (9/9)","100% (9/9)","100% (9/9)","People with rising life expectancies can ensure large population and large species of human being .","Rising human life expectancies can ensure a large population of people."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3YHH42UU5C800677ZQ6FCZ6X92H0L3","A34KU6AITQPIQQ","Approved","Sat Nov 26 08:39:36 PST 2016","Sat Nov 26 08:39:49 PST 2016","Sat Dec 03 08:39:49 PST 2016","Sat Nov 26 10:46:08 PST 2016","","","13","100% (10/10)","100% (10/10)","100% (10/10)","People with rising life expectancies can ensure large population and large species of human being .","People with rising life expectancies can ensure large populations and large species of human beings."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3YT88D1N09RLXSOMXDCXZXRPNMAK39","A2QPJN3LPGTPDU","Approved","Mon Nov 28 19:46:03 PST 2016","Mon Nov 28 19:46:14 PST 2016","Mon Dec 05 19:46:14 PST 2016","Tue Nov 29 21:09:44 PST 2016","","","11","100% (10/10)","100% (10/10)","100% (10/10)","People with rising life expectancies can ensure large population and large species of human being .","People with rising life expectancies can ensure a large population and large species of human beings ."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3ZAZR5XV02B4ZNJRQ7Q8FFJWX4PCZ2","A1S88VQY8G8CNC","Approved","Sun Nov 27 22:49:25 PST 2016","Sun Nov 27 22:50:27 PST 2016","Sun Dec 04 22:50:27 PST 2016","Tue Nov 29 21:09:45 PST 2016","","","62","100% (7/7)","100% (7/7)","100% (7/7)","People with rising life expectancies can ensure large population and large species of human being .","Due to rising life expectancies, the population will increase."
"39I4RL8QGJACQE9O139I8Q8MNKFH44","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3ZWFC4W1UV0208HA7SMW1I20L0WFRL","A1E235KE3CSO7H","Approved","Sun Nov 27 21:07:36 PST 2016","Sun Nov 27 21:09:10 PST 2016","Sun Dec 04 21:09:10 PST 2016","Tue Nov 29 21:09:45 PST 2016","","","94","100% (7/7)","100% (7/7)","100% (7/7)","People with rising life expectancies can ensure large population and large species of human being .","People with rising life expectancies can ensure a large population."
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","31QNSG6A5SMJ3AN8Q0IKM9UEXFM87L","A3HMBHM8HJLKRD","Approved","Sat Nov 26 07:46:48 PST 2016","Sat Nov 26 07:47:10 PST 2016","Sat Dec 03 07:47:10 PST 2016","Sat Nov 26 10:46:09 PST 2016","","","22","100% (10/10)","100% (10/10)","100% (10/10)","If not their family then who else that are willing to do that ?","If not their family then who is willing to do that?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","326O153BMJRGTKY9UG76EB0WUVLEDL","A2DBMTN294Y1A8","Approved","Sat Nov 26 20:58:53 PST 2016","Sat Nov 26 21:13:00 PST 2016","Sat Dec 03 21:13:00 PST 2016","Sat Nov 26 22:46:16 PST 2016","","","847","100% (4/4)","100% (4/4)","100% (4/4)","If not their family then who else that are willing to do that ?","If not their family, then who else is willing to do that?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","32UTUBMZ7HP4GYMBBA5AJP0IR36BV7","A376F1W1MTY3J","Approved","Sat Nov 26 05:34:32 PST 2016","Sat Nov 26 05:35:10 PST 2016","Sat Dec 03 05:35:10 PST 2016","Sat Nov 26 10:46:09 PST 2016","","","38","100% (4/4)","100% (4/4)","100% (4/4)","If not their family then who else that are willing to do that ?","If not their family, then who else is willing to do that?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","36U2A8VAG2SMDVLAMY5NPRN2WEHYKN","A3GNQDFPZALU92","Approved","Sat Nov 26 05:49:50 PST 2016","Sat Nov 26 05:50:51 PST 2016","Sat Dec 03 05:50:51 PST 2016","Sat Nov 26 10:46:09 PST 2016","","","61","100% (10/10)","100% (10/10)","100% (10/10)","If not their family then who else that are willing to do that ?","If not their family, who else would possibly be willing to do that?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3907X2AHF1YXN1PJ6530C48WBCEP2Q","A3CPPBPJ602FG1","Approved","Sun Nov 27 01:50:08 PST 2016","Sun Nov 27 01:50:54 PST 2016","Sun Dec 04 01:50:54 PST 2016","Sun Nov 27 07:38:40 PST 2016","","","46","100% (2/2)","100% (2/2)","100% (2/2)","If not their family then who else that are willing to do that ?","If not their family,  then who else are willing to do that ?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","39ASUFLU6Y0URQ3QLG8I8I3OABSEXE","A1743ZO14I4NFO","Approved","Sat Nov 26 05:58:51 PST 2016","Sat Nov 26 05:59:18 PST 2016","Sat Dec 03 05:59:18 PST 2016","Sat Nov 26 10:46:09 PST 2016","","","27","100% (10/10)","100% (10/10)","100% (10/10)","If not their family then who else that are willing to do that ?","If not their family, than who else is willing to do that?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3FFJ6VRIL2HYA5Z1EN92KJE5SYL0IN","A15JKL0S8C3QG1","Approved","Sat Nov 26 16:16:59 PST 2016","Sat Nov 26 16:17:32 PST 2016","Sat Dec 03 16:17:32 PST 2016","Sat Nov 26 22:46:16 PST 2016","","","33","100% (9/9)","100% (9/9)","100% (9/9)","If not their family then who else that are willing to do that ?","If not family, then who else will be willing to do that?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3FQ5JJ512MHS1WHWFWWC8BPVSUAKNG","A1KUAL8PN2X8PK","Approved","Sat Nov 26 04:21:50 PST 2016","Sat Nov 26 04:23:03 PST 2016","Sat Dec 03 04:23:03 PST 2016","Sat Nov 26 05:06:25 PST 2016","","","73","100% (5/5)","100% (5/5)","100% (5/5)","If not their family then who else that are willing to do that ?","If their family doesn't help,  then who else will be  willing to do that ?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3IJXV6UZ1YCMAZJ080SH4FFS1SQRIQ","A2N962G55T9MOB","Approved","Sun Nov 27 23:16:43 PST 2016","Sun Nov 27 23:17:17 PST 2016","Sun Dec 04 23:17:17 PST 2016","Tue Nov 29 21:09:46 PST 2016","","","34","100% (2/2)","100% (2/2)","100% (2/2)","If not their family then who else that are willing to do that ?","If not their family then who else is willing to do that ?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3IJXV6UZ1YCMAZJ080SH4FFS1YZRIB","A3US3R22I0W1QE","Approved","Tue Nov 29 11:48:08 PST 2016","Tue Nov 29 11:49:15 PST 2016","Tue Dec 06 11:49:15 PST 2016","Tue Nov 29 21:09:46 PST 2016","","","67","100% (9/9)","100% (9/9)","100% (9/9)","If not their family then who else that are willing to do that ?","If not their families then who else is willing to do that?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3ITXP059PXCU6P3J57DM6QZO09WSJP","A1E235KE3CSO7H","Approved","Sun Nov 27 21:16:58 PST 2016","Sun Nov 27 21:17:16 PST 2016","Sun Dec 04 21:17:16 PST 2016","Tue Nov 29 21:09:46 PST 2016","","","18","100% (7/7)","100% (7/7)","100% (7/7)","If not their family then who else that are willing to do that ?","If not their family then who else is willing to do that ?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3IX2EGZR7CCI5A36QIDHGGUSE6BJRO","A1H7XQCN2TQJM7","Approved","Sun Nov 27 19:53:16 PST 2016","Sun Nov 27 19:54:05 PST 2016","Sun Dec 04 19:54:05 PST 2016","Tue Nov 29 21:09:46 PST 2016","","","49","100% (10/10)","100% (10/10)","100% (10/10)","If not their family then who else that are willing to do that ?","If not their family, then who else is willing to do that?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3LUY3GC630T492MPCHKV8VP4MQO7P8","A34KU6AITQPIQQ","Approved","Sat Nov 26 08:38:36 PST 2016","Sat Nov 26 08:38:54 PST 2016","Sat Dec 03 08:38:54 PST 2016","Sat Nov 26 10:46:09 PST 2016","","","18","100% (10/10)","100% (10/10)","100% (10/10)","If not their family then who else that are willing to do that ?","If not their family, then who else that is willing to do that?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3R5F3LQFV3D58CGUGCZZAFDDMCAZOC","A1V8GTXP98225W","Approved","Fri Nov 25 23:56:03 PST 2016","Fri Nov 25 23:56:39 PST 2016","Fri Dec 02 23:56:39 PST 2016","Sat Nov 26 03:10:33 PST 2016","","","36","100% (3/3)","100% (3/3)","100% (3/3)","If not their family then who else that are willing to do that ?","If not their family, then who else would be willing to do that ?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3T3IWE1XG7GC7CKBPX2LDW7WGUNTQ5","A16YVNUJMK1RNE","Approved","Tue Nov 29 19:55:39 PST 2016","Tue Nov 29 19:56:06 PST 2016","Tue Dec 06 19:56:06 PST 2016","Tue Nov 29 21:09:46 PST 2016","","","27","100% (8/8)","100% (8/8)","100% (8/8)","If not their family then who else that are willing to do that ?","If not their families, who else are willing to do that?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3TOK3KHVJUBMO2AOXH7GJVKECLUO7A","AWMQYV1RQM94M","Approved","Sat Nov 26 09:46:49 PST 2016","Sat Nov 26 09:47:25 PST 2016","Sat Dec 03 09:47:25 PST 2016","Sat Nov 26 10:46:09 PST 2016","","","36","100% (4/4)","100% (4/4)","100% (4/4)","If not their family then who else that are willing to do that ?","If not their family then who else will do that ?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3TXD01ZLD5AKIKC2R5LIFPST35S4UJ","ARPBS72HUCKD4","Approved","Sat Nov 26 09:32:08 PST 2016","Sat Nov 26 09:32:31 PST 2016","Sat Dec 03 09:32:31 PST 2016","Sat Nov 26 10:46:09 PST 2016","","","23","100% (10/10)","100% (10/10)","100% (10/10)","If not their family then who else that are willing to do that ?","If not their family,  then who else would be willing to do that ?"
"3D4BBDG7ZHP0RAF4FXQYNUJ0WSEC35","31OVKNPS1T5XFGE7GWWGRCQ5WOISWT","Correction of English learners errors","You are given a sentence written by a person who learns english and you should correct it","writing, correction, grammatical, errors, learner language, fix, correct, check","$0.03","Fri Nov 25 23:27:20 PST 2016","50","BatchId:2608242;","3600","604800","Wed Nov 30 04:30:10 PST 2016","","","3U5NZHP4LSV12RS1PQ67Z8EY01YHPE","A2QPJN3LPGTPDU","Approved","Mon Nov 28 19:45:24 PST 2016","Mon Nov 28 19:45:42 PST 2016","Mon Dec 05 19:45:42 PST 2016","Tue Nov 29 21:09:46 PST 2016","","","18","100% (10/10)","100% (10/10)","100% (10/10)","If not their family then who else that are willing to do that ?","If not their family, then who else that is willing to do that ?"
